text,label
"Officials at NASA held a press conference in Nairobi to discuss the cybersecurity initiative. Local authorities in Austin confirmed the new cybersecurity policy will take effect next month. According to a study published by NASA, cybersecurity rates have changed modestly this year.",0
"Doctors HATE this one weird trick that instantly cures a asteroid impact, a leading tech company refuses to comment. URGENT WARNING: the World Bank insiders admit renewable energy crisis is far worse than reported, share NOW. URGENT WARNING: the national weather service insiders admit vaccine safety crisis is far worse than reported, share NOW.",1
A spokesperson for the World Bank clarified the recent changes to a rare disease outbreak regulations. Researchers at the World Bank say more data is needed before drawing conclusions about crop yields. Officials at the local university held a press conference in Austin to discuss the renewable energy initiative.,0
"You won't BELIEVE what NASA is hiding about 5G towers -- shocking truth revealed!!! You won't BELIEVE what the Department of Education is hiding about a rare disease outbreak -- shocking truth revealed!!! BREAKING: secret the local university documents PROVE inflation conspiracy, share before it's deleted!!!",1
"A spokesperson for NASA clarified the recent changes to a rare disease outbreak regulations. Local authorities in Nairobi confirmed the new inflation policy will take effect next month. the Ministry of Health released its quarterly report on a rare disease outbreak, noting a stable outlook for the region.",0
"Anonymous insider at the Ministry of Health leaks SHOCKING truth about cybersecurity that will change everything. Scientists baffled: crop yields linked to the Ministry of Health in bizarre secret experiment, media silent!!! Miracle cure for election results discovered in Toronto, big pharma and NASA don't want you to know.",1
A spokesperson for NASA clarified the recent changes to election results regulations. Local authorities in Austin confirmed the new election results policy will take effect next month. Researchers at the Ministry of Health say more data is needed before drawing conclusions about inflation.,0
"Anonymous insider at the local university leaks SHOCKING truth about vaccine safety that will change everything. Scientists baffled: unemployment linked to the central bank in bizarre secret experiment, media silent!!! Cairo residents in PANIC after a leading tech company allegedly covers up climate change scandal, click to see proof.",1
"You won't BELIEVE what the national weather service is hiding about housing prices -- shocking truth revealed!!! Anonymous insider at the national weather service leaks SHOCKING truth about renewable energy that will change everything. Scientists baffled: cybersecurity linked to the World Bank in bizarre secret experiment, media silent!!!",1
"URGENT WARNING: the national weather service insiders admit cybersecurity crisis is far worse than reported, share NOW. Scientists baffled: housing prices linked to the central bank in bizarre secret experiment, media silent!!! Scientists baffled: renewable energy linked to the World Bank in bizarre secret experiment, media silent!!!",1
The the World Bank reported today that unemployment has shown steady growth according to officials. The city council in Jakarta voted to fund additional resources for unemployment this year. The city council in Austin voted to fund additional resources for housing prices this year.,0
"Officials at the central bank held a press conference in Berlin to discuss the cybersecurity initiative. The city council in Berlin voted to fund additional resources for crop yields this year. According to a study published by the local university, renewable energy rates have changed modestly this year.",0
Local authorities in Lagos confirmed the new 5G towers policy will take effect next month. Officials at the local university held a press conference in Jakarta to discuss the renewable energy initiative. The city council in Lagos voted to fund additional resources for election results this year.,0
"You won't BELIEVE what the Ministry of Health is hiding about cybersecurity -- shocking truth revealed!!! Anonymous insider at NASA leaks SHOCKING truth about housing prices that will change everything. Scientists baffled: inflation linked to the central bank in bizarre secret experiment, media silent!!!",1
"BREAKING: secret the central bank documents PROVE cybersecurity conspiracy, share before it's deleted!!! Doctors HATE this one weird trick that instantly cures housing prices, NASA refuses to comment. Doctors HATE this one weird trick that instantly cures unemployment, the World Health Organization refuses to comment.",1
"According to a study published by the World Bank, inflation rates have changed modestly this year. The city council in Mumbai voted to fund additional resources for crop yields this year. Officials at the CDC held a press conference in Manila to discuss the housing prices initiative.",0
"BREAKING: secret the Department of Education documents PROVE cybersecurity conspiracy, share before it's deleted!!! Mumbai residents in PANIC after the central bank allegedly covers up cybersecurity scandal, click to see proof. Anonymous insider at the Department of Education leaks SHOCKING truth about unemployment that will change everything.",1
"Toronto residents in PANIC after the national weather service allegedly covers up 5G towers scandal, click to see proof. Lagos residents in PANIC after the central bank allegedly covers up unemployment scandal, click to see proof. Miracle cure for a rare disease outbreak discovered in Jakarta, big pharma and the Department of Education don't want you to know.",1
"Scientists baffled: climate change linked to the World Health Organization in bizarre secret experiment, media silent!!! You won't BELIEVE what the Ministry of Health is hiding about a new vaccine -- shocking truth revealed!!! Scientists baffled: 5G towers linked to the World Health Organization in bizarre secret experiment, media silent!!!",1
"the national weather service released its quarterly report on a asteroid impact, noting a stable outlook for the region. A spokesperson for NASA clarified the recent changes to renewable energy regulations. Researchers at the national weather service say more data is needed before drawing conclusions about climate change.",0
"According to a study published by the World Bank, election results rates have changed modestly this year. The city council in Jakarta voted to fund additional resources for a rare disease outbreak this year. The the central bank reported today that inflation has shown steady growth according to officials.",0
"Anonymous insider at the local university leaks SHOCKING truth about 5G towers that will change everything. Scientists baffled: public transit linked to the Ministry of Health in bizarre secret experiment, media silent!!! Miracle cure for housing prices discovered in Berlin, big pharma and the national weather service don't want you to know.",1
"the Ministry of Health released its quarterly report on crop yields, noting a stable outlook for the region. A spokesperson for NASA clarified the recent changes to election results regulations. the central bank released its quarterly report on housing prices, noting a stable outlook for the region.",0
"The city council in Nairobi voted to fund additional resources for climate change this year. According to a study published by the CDC, housing prices rates have changed modestly this year. Officials at the central bank held a press conference in Lagos to discuss the 5G towers initiative.",0
"Anonymous insider at the national weather service leaks SHOCKING truth about cybersecurity that will change everything. BREAKING: secret the World Health Organization documents PROVE crop yields conspiracy, share before it's deleted!!! Doctors HATE this one weird trick that instantly cures crop yields, the national weather service refuses to comment.",1
Officials at the national weather service held a press conference in Jakarta to discuss the cybersecurity initiative. The city council in Springfield voted to fund additional resources for election results this year. Local authorities in Lagos confirmed the new climate change policy will take effect next month.,0
"You won't BELIEVE what the national weather service is hiding about a rare disease outbreak -- shocking truth revealed!!! BREAKING: secret the central bank documents PROVE 5G towers conspiracy, share before it's deleted!!! BREAKING: secret NASA documents PROVE renewable energy conspiracy, share before it's deleted!!!",1
"Miracle cure for vaccine safety discovered in Austin, big pharma and the local university don't want you to know. Toronto residents in PANIC after NASA allegedly covers up crop yields scandal, click to see proof. Scientists baffled: climate change linked to the central bank in bizarre secret experiment, media silent!!!",1
"You won't BELIEVE what the national weather service is hiding about public transit -- shocking truth revealed!!! You won't BELIEVE what the local university is hiding about inflation -- shocking truth revealed!!! Austin residents in PANIC after the central bank allegedly covers up unemployment scandal, click to see proof.",1
Local authorities in Austin confirmed the new public transit policy will take effect next month. Local authorities in Cairo confirmed the new vaccine safety policy will take effect next month. Officials at a leading tech company held a press conference in Berlin to discuss the a asteroid impact initiative.,0
"BREAKING: secret the Department of Education documents PROVE climate change conspiracy, share before it's deleted!!! Anonymous insider at the central bank leaks SHOCKING truth about a rare disease outbreak that will change everything. URGENT WARNING: a leading tech company insiders admit 5G towers crisis is far worse than reported, share NOW.",1
"Scientists baffled: a asteroid impact linked to the World Bank in bizarre secret experiment, media silent!!! Doctors HATE this one weird trick that instantly cures election results, the World Bank refuses to comment. BREAKING: secret the World Bank documents PROVE climate change conspiracy, share before it's deleted!!!",1
"Doctors HATE this one weird trick that instantly cures a asteroid impact, the Department of Education refuses to comment. Doctors HATE this one weird trick that instantly cures cybersecurity, the local university refuses to comment. You won't BELIEVE what the World Health Organization is hiding about a rare disease outbreak -- shocking truth revealed!!!",1
"the Ministry of Health released its quarterly report on a new vaccine, noting a stable outlook for the region. Local authorities in Lagos confirmed the new a new vaccine policy will take effect next month. According to a study published by the Department of Education, renewable energy rates have changed modestly this year.",0
"The the local university reported today that renewable energy has shown steady growth according to officials. According to a study published by the CDC, climate change rates have changed modestly this year. the Department of Education released its quarterly report on a asteroid impact, noting a stable outlook for the region.",0
"Anonymous insider at the World Health Organization leaks SHOCKING truth about public transit that will change everything. Lagos residents in PANIC after NASA allegedly covers up public transit scandal, click to see proof. URGENT WARNING: the World Health Organization insiders admit housing prices crisis is far worse than reported, share NOW.",1
"BREAKING: secret the World Bank documents PROVE inflation conspiracy, share before it's deleted!!! Miracle cure for unemployment discovered in Toronto, big pharma and NASA don't want you to know. Lagos residents in PANIC after the World Bank allegedly covers up public transit scandal, click to see proof.",1
The the Department of Education reported today that renewable energy has shown steady growth according to officials. The the Department of Education reported today that election results has shown steady growth according to officials. The the national weather service reported today that a rare disease outbreak has shown steady growth according to officials.,0
The the World Bank reported today that cybersecurity has shown steady growth according to officials. The the World Bank reported today that renewable energy has shown steady growth according to officials. A spokesperson for a leading tech company clarified the recent changes to inflation regulations.,0
A spokesperson for the World Health Organization clarified the recent changes to a rare disease outbreak regulations. A spokesperson for the CDC clarified the recent changes to unemployment regulations. A spokesperson for a leading tech company clarified the recent changes to 5G towers regulations.,0
"According to a study published by a leading tech company, climate change rates have changed modestly this year. Researchers at a leading tech company say more data is needed before drawing conclusions about a rare disease outbreak. The the World Health Organization reported today that a new vaccine has shown steady growth according to officials.",0
"The city council in Nairobi voted to fund additional resources for unemployment this year. The the Department of Education reported today that inflation has shown steady growth according to officials. the national weather service released its quarterly report on 5G towers, noting a stable outlook for the region.",0
"Scientists baffled: inflation linked to the central bank in bizarre secret experiment, media silent!!! BREAKING: secret the Department of Education documents PROVE crop yields conspiracy, share before it's deleted!!! Doctors HATE this one weird trick that instantly cures a new vaccine, the World Health Organization refuses to comment.",1
"You won't BELIEVE what the World Health Organization is hiding about a asteroid impact -- shocking truth revealed!!! Austin residents in PANIC after the central bank allegedly covers up unemployment scandal, click to see proof. Manila residents in PANIC after NASA allegedly covers up a rare disease outbreak scandal, click to see proof.",1
"Officials at the national weather service held a press conference in Lagos to discuss the a new vaccine initiative. The the local university reported today that cybersecurity has shown steady growth according to officials. the Ministry of Health released its quarterly report on cybersecurity, noting a stable outlook for the region.",0
"Doctors HATE this one weird trick that instantly cures vaccine safety, the local university refuses to comment. URGENT WARNING: the CDC insiders admit public transit crisis is far worse than reported, share NOW. Anonymous insider at the World Health Organization leaks SHOCKING truth about unemployment that will change everything.",1
A spokesperson for NASA clarified the recent changes to a rare disease outbreak regulations. A spokesperson for the central bank clarified the recent changes to inflation regulations. The the local university reported today that unemployment has shown steady growth according to officials.,0
"Officials at the Ministry of Health held a press conference in Cairo to discuss the a asteroid impact initiative. Officials at the World Health Organization held a press conference in Cairo to discuss the housing prices initiative. the central bank released its quarterly report on climate change, noting a stable outlook for the region.",0
"The the national weather service reported today that 5G towers has shown steady growth according to officials. According to a study published by the central bank, public transit rates have changed modestly this year. According to a study published by the central bank, vaccine safety rates have changed modestly this year.",0
"Scientists baffled: a rare disease outbreak linked to the World Bank in bizarre secret experiment, media silent!!! Miracle cure for vaccine safety discovered in Springfield, big pharma and the local university don't want you to know. Miracle cure for cybersecurity discovered in Lagos, big pharma and the Department of Education don't want you to know.",1
Local authorities in Nairobi confirmed the new climate change policy will take effect next month. A spokesperson for the CDC clarified the recent changes to renewable energy regulations. Officials at the central bank held a press conference in Toronto to discuss the crop yields initiative.,0
The city council in Toronto voted to fund additional resources for a asteroid impact this year. The the Ministry of Health reported today that crop yields has shown steady growth according to officials. Researchers at the Ministry of Health say more data is needed before drawing conclusions about election results.,0
"Anonymous insider at the national weather service leaks SHOCKING truth about housing prices that will change everything. Doctors HATE this one weird trick that instantly cures crop yields, the Department of Education refuses to comment. Cairo residents in PANIC after the local university allegedly covers up crop yields scandal, click to see proof.",1
"URGENT WARNING: the World Bank insiders admit housing prices crisis is far worse than reported, share NOW. Doctors HATE this one weird trick that instantly cures a rare disease outbreak, NASA refuses to comment. BREAKING: secret the Department of Education documents PROVE 5G towers conspiracy, share before it's deleted!!!",1
"You won't BELIEVE what the Ministry of Health is hiding about unemployment -- shocking truth revealed!!! Miracle cure for a rare disease outbreak discovered in Nairobi, big pharma and NASA don't want you to know. Anonymous insider at the national weather service leaks SHOCKING truth about vaccine safety that will change everything.",1
"According to a study published by the World Bank, housing prices rates have changed modestly this year. the Department of Education released its quarterly report on unemployment, noting a stable outlook for the region. According to a study published by the Department of Education, a new vaccine rates have changed modestly this year.",0
"The the central bank reported today that housing prices has shown steady growth according to officials. Officials at the CDC held a press conference in Manila to discuss the public transit initiative. the CDC released its quarterly report on public transit, noting a stable outlook for the region.",0
"Jakarta residents in PANIC after the World Health Organization allegedly covers up vaccine safety scandal, click to see proof. Doctors HATE this one weird trick that instantly cures vaccine safety, the local university refuses to comment. Anonymous insider at a leading tech company leaks SHOCKING truth about crop yields that will change everything.",1
"URGENT WARNING: the national weather service insiders admit climate change crisis is far worse than reported, share NOW. Cairo residents in PANIC after the local university allegedly covers up housing prices scandal, click to see proof. Miracle cure for 5G towers discovered in Nairobi, big pharma and the national weather service don't want you to know.",1
"Doctors HATE this one weird trick that instantly cures crop yields, the CDC refuses to comment. Springfield residents in PANIC after the World Health Organization allegedly covers up public transit scandal, click to see proof. BREAKING: secret the Department of Education documents PROVE cybersecurity conspiracy, share before it's deleted!!!",1
"BREAKING: secret the World Bank documents PROVE cybersecurity conspiracy, share before it's deleted!!! Anonymous insider at a leading tech company leaks SHOCKING truth about inflation that will change everything. Nairobi residents in PANIC after NASA allegedly covers up vaccine safety scandal, click to see proof.",1
"According to a study published by NASA, unemployment rates have changed modestly this year. According to a study published by the Ministry of Health, 5G towers rates have changed modestly this year. The city council in Austin voted to fund additional resources for renewable energy this year.",0
"Mumbai residents in PANIC after the Department of Education allegedly covers up public transit scandal, click to see proof. Anonymous insider at the Department of Education leaks SHOCKING truth about housing prices that will change everything. You won't BELIEVE what the CDC is hiding about vaccine safety -- shocking truth revealed!!!",1
"BREAKING: secret the central bank documents PROVE vaccine safety conspiracy, share before it's deleted!!! Doctors HATE this one weird trick that instantly cures a asteroid impact, NASA refuses to comment. Jakarta residents in PANIC after the Department of Education allegedly covers up vaccine safety scandal, click to see proof.",1
"Toronto residents in PANIC after the World Health Organization allegedly covers up housing prices scandal, click to see proof. Lagos residents in PANIC after the Ministry of Health allegedly covers up renewable energy scandal, click to see proof. Anonymous insider at the World Health Organization leaks SHOCKING truth about inflation that will change everything.",1
Local authorities in Mumbai confirmed the new 5G towers policy will take effect next month. Officials at the central bank held a press conference in Jakarta to discuss the a asteroid impact initiative. Officials at the Ministry of Health held a press conference in Toronto to discuss the unemployment initiative.,0
"Miracle cure for public transit discovered in Cairo, big pharma and the Ministry of Health don't want you to know. BREAKING: secret the World Health Organization documents PROVE cybersecurity conspiracy, share before it's deleted!!! Scientists baffled: renewable energy linked to NASA in bizarre secret experiment, media silent!!!",1
"the central bank released its quarterly report on crop yields, noting a stable outlook for the region. According to a study published by the national weather service, renewable energy rates have changed modestly this year. A spokesperson for the World Bank clarified the recent changes to cybersecurity regulations.",0
"Miracle cure for a new vaccine discovered in Mumbai, big pharma and a leading tech company don't want you to know. Scientists baffled: crop yields linked to the Ministry of Health in bizarre secret experiment, media silent!!! BREAKING: secret the World Bank documents PROVE a rare disease outbreak conspiracy, share before it's deleted!!!",1
Local authorities in Nairobi confirmed the new election results policy will take effect next month. Researchers at a leading tech company say more data is needed before drawing conclusions about a rare disease outbreak. A spokesperson for the national weather service clarified the recent changes to a asteroid impact regulations.,0
The city council in Nairobi voted to fund additional resources for a rare disease outbreak this year. A spokesperson for NASA clarified the recent changes to 5G towers regulations. The the World Health Organization reported today that climate change has shown steady growth according to officials.,0
"Anonymous insider at the Ministry of Health leaks SHOCKING truth about a rare disease outbreak that will change everything. Anonymous insider at the central bank leaks SHOCKING truth about unemployment that will change everything. Jakarta residents in PANIC after the CDC allegedly covers up 5G towers scandal, click to see proof.",1
Officials at the World Bank held a press conference in Jakarta to discuss the unemployment initiative. Local authorities in Berlin confirmed the new housing prices policy will take effect next month. The city council in Jakarta voted to fund additional resources for unemployment this year.,0
"Doctors HATE this one weird trick that instantly cures unemployment, NASA refuses to comment. URGENT WARNING: the World Health Organization insiders admit housing prices crisis is far worse than reported, share NOW. You won't BELIEVE what the CDC is hiding about crop yields -- shocking truth revealed!!!",1
"Lagos residents in PANIC after the Department of Education allegedly covers up housing prices scandal, click to see proof. You won't BELIEVE what NASA is hiding about unemployment -- shocking truth revealed!!! Springfield residents in PANIC after a leading tech company allegedly covers up a asteroid impact scandal, click to see proof.",1
"the Ministry of Health released its quarterly report on cybersecurity, noting a stable outlook for the region. The city council in Nairobi voted to fund additional resources for 5G towers this year. Officials at the Ministry of Health held a press conference in Manila to discuss the crop yields initiative.",0
"Scientists baffled: a asteroid impact linked to the Ministry of Health in bizarre secret experiment, media silent!!! Lagos residents in PANIC after the central bank allegedly covers up 5G towers scandal, click to see proof. Scientists baffled: a new vaccine linked to the Department of Education in bizarre secret experiment, media silent!!!",1
"Doctors HATE this one weird trick that instantly cures a asteroid impact, the national weather service refuses to comment. URGENT WARNING: the CDC insiders admit climate change crisis is far worse than reported, share NOW. Miracle cure for housing prices discovered in Lagos, big pharma and the Ministry of Health don't want you to know.",1
"URGENT WARNING: a leading tech company insiders admit inflation crisis is far worse than reported, share NOW. Scientists baffled: inflation linked to the Ministry of Health in bizarre secret experiment, media silent!!! Anonymous insider at the World Health Organization leaks SHOCKING truth about a new vaccine that will change everything.",1
"A spokesperson for the national weather service clarified the recent changes to crop yields regulations. According to a study published by the World Health Organization, climate change rates have changed modestly this year. Local authorities in Nairobi confirmed the new climate change policy will take effect next month.",0
"URGENT WARNING: the national weather service insiders admit election results crisis is far worse than reported, share NOW. Anonymous insider at the Department of Education leaks SHOCKING truth about a new vaccine that will change everything. URGENT WARNING: the Ministry of Health insiders admit housing prices crisis is far worse than reported, share NOW.",1
"BREAKING: secret the Ministry of Health documents PROVE a new vaccine conspiracy, share before it's deleted!!! Scientists baffled: climate change linked to the local university in bizarre secret experiment, media silent!!! Lagos residents in PANIC after the CDC allegedly covers up 5G towers scandal, click to see proof.",1
"Doctors HATE this one weird trick that instantly cures a rare disease outbreak, NASA refuses to comment. URGENT WARNING: the central bank insiders admit a rare disease outbreak crisis is far worse than reported, share NOW. URGENT WARNING: the central bank insiders admit cybersecurity crisis is far worse than reported, share NOW.",1
"Miracle cure for renewable energy discovered in Lagos, big pharma and NASA don't want you to know. Anonymous insider at the national weather service leaks SHOCKING truth about 5G towers that will change everything. Cairo residents in PANIC after the national weather service allegedly covers up a asteroid impact scandal, click to see proof.",1
"You won't BELIEVE what the central bank is hiding about vaccine safety -- shocking truth revealed!!! You won't BELIEVE what the World Bank is hiding about election results -- shocking truth revealed!!! Doctors HATE this one weird trick that instantly cures a rare disease outbreak, the local university refuses to comment.",1
"Miracle cure for public transit discovered in Jakarta, big pharma and the central bank don't want you to know. BREAKING: secret the local university documents PROVE election results conspiracy, share before it's deleted!!! URGENT WARNING: a leading tech company insiders admit vaccine safety crisis is far worse than reported, share NOW.",1
"BREAKING: secret the World Health Organization documents PROVE vaccine safety conspiracy, share before it's deleted!!! Doctors HATE this one weird trick that instantly cures crop yields, the national weather service refuses to comment. Anonymous insider at the World Health Organization leaks SHOCKING truth about a asteroid impact that will change everything.",1
"BREAKING: secret the Department of Education documents PROVE a rare disease outbreak conspiracy, share before it's deleted!!! Anonymous insider at NASA leaks SHOCKING truth about a new vaccine that will change everything. You won't BELIEVE what the World Health Organization is hiding about renewable energy -- shocking truth revealed!!!",1
"The NASA reported today that a asteroid impact has shown steady growth according to officials. A spokesperson for the local university clarified the recent changes to a asteroid impact regulations. the Department of Education released its quarterly report on cybersecurity, noting a stable outlook for the region.",0
A spokesperson for the national weather service clarified the recent changes to a rare disease outbreak regulations. A spokesperson for the World Health Organization clarified the recent changes to vaccine safety regulations. Local authorities in Austin confirmed the new renewable energy policy will take effect next month.,0
"According to a study published by the Department of Education, crop yields rates have changed modestly this year. The city council in Berlin voted to fund additional resources for election results this year. the national weather service released its quarterly report on election results, noting a stable outlook for the region.",0
"Local authorities in Nairobi confirmed the new a rare disease outbreak policy will take effect next month. NASA released its quarterly report on crop yields, noting a stable outlook for the region. The city council in Toronto voted to fund additional resources for a new vaccine this year.",0
Researchers at the CDC say more data is needed before drawing conclusions about a asteroid impact. A spokesperson for the local university clarified the recent changes to renewable energy regulations. Local authorities in Nairobi confirmed the new a rare disease outbreak policy will take effect next month.,0
Researchers at a leading tech company say more data is needed before drawing conclusions about 5G towers. The the national weather service reported today that cybersecurity has shown steady growth according to officials. Researchers at the local university say more data is needed before drawing conclusions about unemployment.,0
Officials at the national weather service held a press conference in Cairo to discuss the a asteroid impact initiative. The city council in Springfield voted to fund additional resources for housing prices this year. Officials at the central bank held a press conference in Jakarta to discuss the inflation initiative.,0
"URGENT WARNING: the central bank insiders admit a asteroid impact crisis is far worse than reported, share NOW. BREAKING: secret the CDC documents PROVE renewable energy conspiracy, share before it's deleted!!! BREAKING: secret the central bank documents PROVE renewable energy conspiracy, share before it's deleted!!!",1
Researchers at the Department of Education say more data is needed before drawing conclusions about public transit. Officials at a leading tech company held a press conference in Lagos to discuss the crop yields initiative. The city council in Mumbai voted to fund additional resources for a rare disease outbreak this year.,0
"Manila residents in PANIC after the national weather service allegedly covers up crop yields scandal, click to see proof. BREAKING: secret the CDC documents PROVE public transit conspiracy, share before it's deleted!!! Scientists baffled: inflation linked to the World Health Organization in bizarre secret experiment, media silent!!!",1
"Anonymous insider at the CDC leaks SHOCKING truth about inflation that will change everything. Doctors HATE this one weird trick that instantly cures inflation, the World Health Organization refuses to comment. Miracle cure for 5G towers discovered in Manila, big pharma and the national weather service don't want you to know.",1
"Doctors HATE this one weird trick that instantly cures a rare disease outbreak, the Department of Education refuses to comment. You won't BELIEVE what the Ministry of Health is hiding about public transit -- shocking truth revealed!!! BREAKING: secret the national weather service documents PROVE a rare disease outbreak conspiracy, share before it's deleted!!!",1
"Manila residents in PANIC after the CDC allegedly covers up election results scandal, click to see proof. Anonymous insider at the local university leaks SHOCKING truth about public transit that will change everything. Anonymous insider at a leading tech company leaks SHOCKING truth about a rare disease outbreak that will change everything.",1
"You won't BELIEVE what the central bank is hiding about vaccine safety -- shocking truth revealed!!! URGENT WARNING: the central bank insiders admit crop yields crisis is far worse than reported, share NOW. URGENT WARNING: the Ministry of Health insiders admit crop yields crisis is far worse than reported, share NOW.",1
"A spokesperson for the Department of Education clarified the recent changes to election results regulations. The city council in Cairo voted to fund additional resources for renewable energy this year. NASA released its quarterly report on a asteroid impact, noting a stable outlook for the region.",0
"Mumbai residents in PANIC after the CDC allegedly covers up housing prices scandal, click to see proof. Manila residents in PANIC after NASA allegedly covers up inflation scandal, click to see proof. Cairo residents in PANIC after NASA allegedly covers up renewable energy scandal, click to see proof.",1
"a leading tech company released its quarterly report on 5G towers, noting a stable outlook for the region. Officials at a leading tech company held a press conference in Cairo to discuss the crop yields initiative. The the Ministry of Health reported today that election results has shown steady growth according to officials.",0
"URGENT WARNING: the national weather service insiders admit a rare disease outbreak crisis is far worse than reported, share NOW. Doctors HATE this one weird trick that instantly cures vaccine safety, NASA refuses to comment. Scientists baffled: crop yields linked to a leading tech company in bizarre secret experiment, media silent!!!",1
"a leading tech company released its quarterly report on crop yields, noting a stable outlook for the region. According to a study published by a leading tech company, inflation rates have changed modestly this year. The the CDC reported today that public transit has shown steady growth according to officials.",0
"Scientists baffled: a asteroid impact linked to the national weather service in bizarre secret experiment, media silent!!! Doctors HATE this one weird trick that instantly cures renewable energy, the CDC refuses to comment. You won't BELIEVE what NASA is hiding about cybersecurity -- shocking truth revealed!!!",1
"Researchers at a leading tech company say more data is needed before drawing conclusions about a rare disease outbreak. According to a study published by the central bank, vaccine safety rates have changed modestly this year. Officials at the Department of Education held a press conference in Cairo to discuss the housing prices initiative.",0
"Toronto residents in PANIC after the CDC allegedly covers up unemployment scandal, click to see proof. Anonymous insider at the local university leaks SHOCKING truth about a new vaccine that will change everything. Doctors HATE this one weird trick that instantly cures 5G towers, the Ministry of Health refuses to comment.",1
"According to a study published by the national weather service, vaccine safety rates have changed modestly this year. According to a study published by the national weather service, a new vaccine rates have changed modestly this year. According to a study published by the central bank, housing prices rates have changed modestly this year.",0
"The city council in Manila voted to fund additional resources for renewable energy this year. A spokesperson for a leading tech company clarified the recent changes to public transit regulations. According to a study published by a leading tech company, climate change rates have changed modestly this year.",0
"Scientists baffled: climate change linked to the World Bank in bizarre secret experiment, media silent!!! URGENT WARNING: the national weather service insiders admit unemployment crisis is far worse than reported, share NOW. Anonymous insider at the Department of Education leaks SHOCKING truth about unemployment that will change everything.",1
Local authorities in Manila confirmed the new cybersecurity policy will take effect next month. The city council in Nairobi voted to fund additional resources for cybersecurity this year. Researchers at the local university say more data is needed before drawing conclusions about a new vaccine.,0
Researchers at the World Health Organization say more data is needed before drawing conclusions about renewable energy. A spokesperson for the World Health Organization clarified the recent changes to unemployment regulations. Local authorities in Springfield confirmed the new a new vaccine policy will take effect next month.,0
"Local authorities in Toronto confirmed the new climate change policy will take effect next month. According to a study published by the Department of Education, election results rates have changed modestly this year. Local authorities in Nairobi confirmed the new inflation policy will take effect next month.",0
"Doctors HATE this one weird trick that instantly cures vaccine safety, the Department of Education refuses to comment. BREAKING: secret the World Health Organization documents PROVE inflation conspiracy, share before it's deleted!!! Manila residents in PANIC after the World Bank allegedly covers up 5G towers scandal, click to see proof.",1
The city council in Austin voted to fund additional resources for election results this year. Researchers at the local university say more data is needed before drawing conclusions about housing prices. Local authorities in Austin confirmed the new climate change policy will take effect next month.,0
"According to a study published by the national weather service, crop yields rates have changed modestly this year. According to a study published by the Ministry of Health, cybersecurity rates have changed modestly this year. A spokesperson for the central bank clarified the recent changes to public transit regulations.",0
"According to a study published by the Department of Education, public transit rates have changed modestly this year. Officials at the World Health Organization held a press conference in Manila to discuss the renewable energy initiative. the CDC released its quarterly report on unemployment, noting a stable outlook for the region.",0
The the national weather service reported today that a asteroid impact has shown steady growth according to officials. The NASA reported today that election results has shown steady growth according to officials. The the central bank reported today that renewable energy has shown steady growth according to officials.,0
"The city council in Mumbai voted to fund additional resources for vaccine safety this year. According to a study published by the CDC, unemployment rates have changed modestly this year. Officials at the national weather service held a press conference in Toronto to discuss the a new vaccine initiative.",0
"URGENT WARNING: the local university insiders admit climate change crisis is far worse than reported, share NOW. Scientists baffled: a new vaccine linked to the Ministry of Health in bizarre secret experiment, media silent!!! Scientists baffled: crop yields linked to the national weather service in bizarre secret experiment, media silent!!!",1
"Officials at the Ministry of Health held a press conference in Jakarta to discuss the inflation initiative. According to a study published by the national weather service, a new vaccine rates have changed modestly this year. The a leading tech company reported today that a rare disease outbreak has shown steady growth according to officials.",0
"Anonymous insider at the CDC leaks SHOCKING truth about a rare disease outbreak that will change everything. BREAKING: secret a leading tech company documents PROVE a rare disease outbreak conspiracy, share before it's deleted!!! BREAKING: secret the central bank documents PROVE 5G towers conspiracy, share before it's deleted!!!",1
"Scientists baffled: vaccine safety linked to the World Health Organization in bizarre secret experiment, media silent!!! Anonymous insider at the national weather service leaks SHOCKING truth about unemployment that will change everything. BREAKING: secret the World Bank documents PROVE crop yields conspiracy, share before it's deleted!!!",1
"A spokesperson for NASA clarified the recent changes to unemployment regulations. Officials at the World Health Organization held a press conference in Toronto to discuss the a asteroid impact initiative. NASA released its quarterly report on public transit, noting a stable outlook for the region.",0
"You won't BELIEVE what the World Health Organization is hiding about a rare disease outbreak -- shocking truth revealed!!! Miracle cure for unemployment discovered in Toronto, big pharma and the national weather service don't want you to know. Mumbai residents in PANIC after the local university allegedly covers up renewable energy scandal, click to see proof.",1
"Scientists baffled: housing prices linked to the national weather service in bizarre secret experiment, media silent!!! Scientists baffled: 5G towers linked to the Department of Education in bizarre secret experiment, media silent!!! Miracle cure for a asteroid impact discovered in Austin, big pharma and NASA don't want you to know.",1
"BREAKING: secret the Ministry of Health documents PROVE inflation conspiracy, share before it's deleted!!! URGENT WARNING: the central bank insiders admit renewable energy crisis is far worse than reported, share NOW. URGENT WARNING: the Department of Education insiders admit cybersecurity crisis is far worse than reported, share NOW.",1
"Miracle cure for unemployment discovered in Berlin, big pharma and the central bank don't want you to know. Lagos residents in PANIC after NASA allegedly covers up a rare disease outbreak scandal, click to see proof. You won't BELIEVE what the local university is hiding about renewable energy -- shocking truth revealed!!!",1
